Date,Price,Total Volume,Market Cap
2022-01-01 05:30:00,3686.4025423019352,14298378834.359474,439790867552.76666
2022-01-02 05:30:00,3780.315874327848,9948120591.378103,449804685410.7303
2022-01-03 05:30:00,3835.3959914939574,10069690529.898535,456852400304.9327
2022-01-04 05:30:00,3769.4049401148714,12462872357.255108,448609586227.47644
2022-01-05 05:30:00,3794.908130100449,13853786397.222265,454574318762.6068
2022-01-06 05:30:00,3556.9062274078738,18782873941.21831,424088794962.4891
2022-01-07 05:30:00,3416.8260086159135,24467182063.00624,407652437129.1328
2022-01-08 05:30:00,3201.79457434796,24359369448.53183,381283293110.7904
2022-01-09 05:30:00,3101.0409016141402,15966769090.792395,369734313550.987
2022-01-10 05:30:00,3156.967262159481,11906478540.265388,375219467789.3698
2022-01-11 05:30:00,3086.7290024387257,19655314714.55994,367654760059.0176
2022-01-12 05:30:00,3246.413723028553,14922195360.075489,387505881839.82996
2022-01-13 05:30:00,3378.0358951715943,15285972614.67417,402763358249.81146
2022-01-14 05:30:00,3256.7588661330324,13999771252.160748,388039946028.0792
2022-01-15 05:30:00,3311.986061274383,12316286854.849726,394664610644.99524
2022-01-16 05:30:00,3331.246655159985,8659658467.059889,396899234936.6389
2022-01-17 05:30:00,3356.2954438590405,9002833937.226437,400232172277.67896
2022-01-18 05:30:00,3216.592980619574,11938682376.103683,383428420242.12994
